1.000000000000000000e+00,1.949025487256372119e-02
2.000000000000000000e+00,5.750000000000000944e-02
3.000000000000000000e+00,1.083916083916083711e-01
4.000000000000000000e+00,1.891891891891891997e-01
5.000000000000000000e+00,2.637362637362637430e-01
6.000000000000000000e+00,3.766233766233765823e-01
7.000000000000000000e+00,4.661654135338346161e-01
8.000000000000000000e+00,6.016949152542372392e-01
9.000000000000000000e+00,7.619047619047618625e-01
1.000000000000000000e+01,9.263157894736840925e-01
