1.000000000000000000e+00,7.241044776119403004e-01
2.000000000000000000e+00,6.657709251101320280e-01
3.000000000000000000e+00,2.677203647416412924e-01
4.000000000000000000e+00,2.327360774818401923e-01
5.000000000000000000e+00,1.809053497942387234e-01
6.000000000000000000e+00,4.857517482517482721e-01
7.000000000000000000e+00,5.836956521739130599e-01
8.000000000000000000e+00,8.889121338912133741e-01
9.000000000000000000e+00,8.768496732026143103e-01
1.000000000000000000e+01,9.947330960854092741e-01
1.100000000000000000e+01,1.000000000000000000e+00
1.200000000000000000e+01,1.000000000000000000e+00
1.300000000000000000e+01,1.000000000000000000e+00
1.400000000000000000e+01,1.000000000000000000e+00
1.500000000000000000e+01,1.000000000000000000e+00
1.600000000000000000e+01,1.000000000000000000e+00
1.700000000000000000e+01,1.000000000000000000e+00
1.800000000000000000e+01,1.000000000000000000e+00
1.900000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+01,1.000000000000000000e+00
2.100000000000000000e+01,1.000000000000000000e+00
2.200000000000000000e+01,1.000000000000000000e+00
2.300000000000000000e+01,1.000000000000000000e+00
2.400000000000000000e+01,1.000000000000000000e+00
2.500000000000000000e+01,1.000000000000000000e+00
2.600000000000000000e+01,1.000000000000000000e+00
2.700000000000000000e+01,1.000000000000000000e+00
2.800000000000000000e+01,1.000000000000000000e+00
2.900000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+01,1.000000000000000000e+00
