3.000000000000000000e+00,7.220000000000000284e+01
6.000000000000000000e+00,2.969999999999999929e+01
9.000000000000000000e+00,2.500000000000000000e+01
1.200000000000000000e+01,1.330000000000000071e+01
1.500000000000000000e+01,1.080000000000000071e+01
1.800000000000000000e+01,8.900000000000000355e+00
2.100000000000000000e+01,8.400000000000000355e+00
2.400000000000000000e+01,6.700000000000000178e+00
2.700000000000000000e+01,7.099999999999999645e+00
3.000000000000000000e+01,5.900000000000000355e+00
3.300000000000000000e+01,5.799999999999999822e+00
3.600000000000000000e+01,5.299999999999999822e+00
3.900000000000000000e+01,5.299999999999999822e+00
4.200000000000000000e+01,4.200000000000000178e+00
4.500000000000000000e+01,3.500000000000000000e+00
